"_raw",CharCount
"இடும்பைக்கே கொள்கலம் கொல்லோ குடும்பத்தைக்
குற்ற மறைப்பான் உடம்பு ⁠1029",33
"குடிசெய்வார்க் கில்லை பருவம் மடிசெய்து
மானங் கருதக் கெடும் ⁠1028",29
"அமரகத்து வன்கண்ணர் போலத் தமரகத்தும்
ஆற்றுவார் மேற்றே பொறை ⁠1027",32
"நல்லாண்மை என்பது ஒருவற்குத் தான்பிறந்த
இல்லாண்மை ஆக்கிக் கொளல் ⁠1026",33
"குற்றம் இலனாய்க் குடிசெய்து வாழ்வானைச்
சுற்றமாச் சுற்றும் உலகு ⁠1025",31
"சூழாமல் தானே முடிவெய்தும் தம்குடியைத்
தாழாது உஞற்று பவர்க்கு ⁠1024",30
"குடிசெய்வல் என்னும் ஒருவற்குத் தெய்வம்
மடிதற்றுத் தான்முந் துறும் ⁠1023",33
"ஆள்வினையும் ஆன்ற அறிவும் எனஇரண்டின்
நீள்வினையால் நீளும் குடி ⁠1022",31
"கருமம் செயஒருவன் கைதூவேன் என்னும்
பெருமையின் பீடுடையது இல் ⁠1021",30
"நாண்அகத் தில்லார் இயக்கம் மரப்பாவை
நாணால் உயிர்மருட்டி அற்று ⁠1020",32
"குலஞ்சுடும் கொள்கை பிழைப்பின் நலஞ்சுடும்
நாணின்மை நின்றக் கடை ⁠1019",30
"பிறர்நாணத் தக்கது தான்நாணா னாயின்
அறம்நாணத் தக்கது உடைத்து ⁠1018",31
"நாணால் உயிரைத் துறப்பர் உயிர்ப்பொருட்டால்
நாண்துறவார் நாணாள் பவர் ⁠1017",33
"நாண்வேலி கொள்ளாது மன்னோ வியன்ஞாலம்
பேணலர் மேலா யவர் ⁠1016",26
"பிறர்பழியும் தம்பழியும் நாணுவார் நாணுக்கு
உறைபதி என்னும் உலகு ⁠1015",32
"அணிஅன்றோ நாணுடைமை சான்றோர்க்கு அஃதின்றேல்
பிணிஅன்றோ பீடு நடை ⁠1014",30
"ஊனைக் குறித்த உயிரெல்லாம் நாண்என்னும்
நன்மை குறித்தது சால்பு ⁠1013",30
"ஊணுடை எச்சம் உயிர்க்கெல்லாம் வேறல்ல
நாணுடைமை மாந்தர் சிறப்பு ⁠1012",31
"கருமத்தால் நாணுதல் நாணுந் திருநுதல்
நல்லவர் நாணுப் பிற ⁠1011",28
"சீருடைச் செல்வர் சிறுதுனி மாரி
வறங்கூர்ந் தனையது உடைத்து ⁠1010",28
"அன்பொரீஇத் தற்செற்று அறநோக்காது ஈட்டிய
ஒண்பொருள் கொள்வார் பிறர் ⁠1009",33
"நச்சப் படாதவன் செல்வம் நடுவூருள்
நச்சு மரம்பழுத் தற்று ⁠1008",30
